order_id,customer_id,restaurant_id,order_timestamp,delivery_timestamp,total_amount,delivery_rider_id,payment_method,order_status
2667,224,32,2023-09-14 03:00:00,2023-09-14 03:51:00,410,132,Card,delivered
2668,1383,11,2023-08-05 16:00:00,2023-08-05 16:26:00,380,125,Card,delivered
2669,1340,33,2023-06-18 05:00:00,2023-06-18 05:34:00,752,118,UPI,delivered
2670,1839,47,2023-09-07 12:00:00,2023-09-07 13:08:00,537,50,UPI,delivered
2671,1917,43,2023-07-31 10:00:00,2023-07-31 10:26:00,690,153,UPI,delivered
2672,1239,33,2023-09-16 09:00:00,2023-09-16 09:42:00,1027,177,Card,delivered
2673,486,36,2023-10-07 22:00:00,2023-10-07 22:59:00,533,42,UPI,delivered
2674,1800,5,2023-06-14 13:00:00,2023-06-14 13:45:00,1134,174,UPI,delivered
2675,1956,12,2023-09-06 14:00:00,2023-09-06 14:49:00,676,23,Card,delivered
2676,1071,25,2023-02-23 02:00:00,2023-02-23 03:09:00,236,132,UPI,delivered
2677,1323,35,2023-06-05 02:00:00,2023-06-05 03:09:00,933,110,UPI,delivered
2678,480,32,2023-05-17 01:00:00,2023-05-17 01:41:00,729,89,UPI,delivered
2679,1167,4,2023-07-31 21:00:00,2023-07-31 21:56:00,436,96,UPI,delivered
2680,1873,24,2023-05-02 18:00:00,2023-05-02 18:59:00,867,102,Card,delivered
2681,377,7,2023-10-29 09:00:00,2023-10-29 09:24:00,1195,5,UPI,delivered
2682,534,49,2023-06-03 17:00:00,2023-06-03 17:39:00,696,164,Card,delivered
2683,216,50,2023-02-06 20:00:00,2023-02-06 20:41:00,723,85,Cash,delivered
2684,110,26,2023-09-18 08:00:00,2023-09-18 08:58:00,925,133,UPI,delivered
2685,1225,47,2023-11-19 09:00:00,2023-11-19 09:45:00,665,13,UPI,delivered
2686,60,38,2023-11-21 01:00:00,2023-11-21 02:03:00,156,145,Card,delivered
2687,1263,32,2023-08-26 01:00:00,2023-08-26 01:37:00,892,100,Card,cancelled
2688,1939,33,2023-07-03 05:00:00,2023-07-03 06:05:00,324,51,Cash,delivered
2689,1444,18,2023-06-16 16:00:00,2023-06-16 16:24:00,861,123,UPI,delivered
2690,1311,18,2023-12-21 05:00:00,2023-12-21 05:32:00,557,199,UPI,delivered
2691,163,40,2023-09-12 13:00:00,2023-09-12 14:04:00,324,148,UPI,delivered
2692,179,42,2023-03-03 21:00:00,2023-03-03 21:58:00,664,129,UPI,delivered
2693,1870,16,2023-03-17 23:00:00,2023-03-17 23:57:00,292,149,UPI,delivered
2694,97,34,2023-03-12 13:00:00,2023-03-12 13:25:00,631,30,UPI,delivered
2695,1401,45,2023-02-08 21:00:00,2023-02-08 21:58:00,505,157,UPI,delivered
2696,701,7,2023-08-20 05:00:00,2023-08-20 06:08:00,475,20,Card,delivered
2697,924,25,2023-07-21 16:00:00,2023-07-21 16:32:00,997,147,UPI,delivered
2698,1922,6,2023-12-14 18:00:00,2023-12-14 18:24:00,1187,55,UPI,delivered
2699,1361,6,2023-03-13 14:00:00,2023-03-13 15:05:00,890,44,UPI,delivered
2700,1908,1,2023-07-23 02:00:00,2023-07-23 02:36:00,642,4,Cash,delivered
2701,426,6,2023-09-14 01:00:00,2023-09-14 01:33:00,1166,198,Card,delivered
2702,1635,21,2023-04-04 17:00:00,2023-04-04 17:54:00,1028,105,Card,delivered
2703,1660,38,2023-03-27 05:00:00,2023-03-27 05:58:00,850,148,UPI,delivered
2704,1165,33,2023-03-23 12:00:00,2023-03-23 12:43:00,947,30,Card,delivered
2705,110,36,2023-09-07 01:00:00,2023-09-07 02:03:00,389,30,Cash,delivered
2706,1914,9,2023-04-18 22:00:00,2023-04-18 22:46:00,256,160,Card,delivered
2707,299,27,2023-10-23 10:00:00,2023-10-23 10:25:00,500,180,UPI,delivered
2708,1862,39,2023-07-01 01:00:00,2023-07-01 01:31:00,906,36,UPI,delivered
2709,1040,17,2023-04-15 22:00:00,2023-04-15 22:36:00,433,38,UPI,delivered
2710,18,30,2023-12-05 12:00:00,2023-12-05 12:44:00,431,192,Card,delivered
2711,59,25,2023-02-15 22:00:00,2023-02-15 23:01:00,1120,139,UPI,cancelled
2712,401,16,2023-09-07 22:00:00,2023-09-07 22:22:00,1165,134,UPI,delivered
2713,1650,37,2023-06-16 21:00:00,2023-06-16 21:57:00,517,129,UPI,delivered
2714,1671,5,2023-08-03 04:00:00,2023-08-03 05:01:00,184,81,UPI,delivered
2715,257,20,2023-09-11 08:00:00,2023-09-11 08:36:00,731,65,Card,delivered
2716,1680,28,2023-04-14 00:00:00,2023-04-14 01:05:00,266,170,UPI,delivered
2717,253,32,2023-07-18 19:00:00,2023-07-18 19:41:00,1057,200,UPI,delivered
2718,388,12,2023-08-29 12:00:00,2023-08-29 12:31:00,435,6,Card,delivered
2719,39,44,2023-04-14 11:00:00,2023-04-14 11:21:00,560,69,Cash,delivered
2720,1548,3,2023-06-17 00:00:00,2023-06-17 00:51:00,392,131,Card,failed
2721,1704,14,2023-07-20 12:00:00,2023-07-20 13:03:00,549,89,Cash,delivered
2722,209,49,2023-03-07 23:00:00,2023-03-07 23:57:00,553,170,UPI,delivered
2723,338,24,2023-07-22 21:00:00,2023-07-22 21:30:00,992,145,UPI,delivered
2724,1976,17,2023-01-01 06:00:00,2023-01-01 06:33:00,291,130,UPI,delivered
2725,374,41,2023-05-31 00:00:00,2023-05-31 00:40:00,243,51,UPI,delivered
2726,1283,45,2023-09-09 08:00:00,2023-09-09 08:52:00,672,31,UPI,delivered
2727,1797,44,2023-05-28 18:00:00,2023-05-28 18:27:00,220,81,UPI,delivered
2728,859,43,2023-04-17 15:00:00,2023-04-17 15:39:00,230,88,Cash,failed
2729,891,5,2023-06-09 20:00:00,2023-06-09 20:34:00,1154,131,UPI,delivered
2730,808,7,2023-01-20 21:00:00,2023-01-20 21:55:00,1005,131,UPI,delivered
2731,511,3,2023-02-22 13:00:00,2023-02-22 13:30:00,279,135,Card,delivered
2732,1730,39,2023-09-24 04:00:00,2023-09-24 04:53:00,931,25,UPI,delivered
2733,1353,5,2023-11-16 18:00:00,2023-11-16 18:54:00,389,130,UPI,delivered
2734,1366,15,2023-09-25 09:00:00,2023-09-25 09:40:00,850,138,Card,delivered
2735,1319,46,2023-10-18 02:00:00,2023-10-18 02:37:00,482,129,UPI,delivered
2736,1261,23,2023-03-20 16:00:00,2023-03-20 16:31:00,639,95,Card,delivered
2737,45,39,2023-06-17 07:00:00,2023-06-17 08:05:00,528,134,UPI,delivered
2738,770,2,2023-05-12 00:00:00,2023-05-12 01:01:00,1050,20,UPI,delivered
2739,422,26,2023-10-16 05:00:00,2023-10-16 05:29:00,286,52,UPI,delivered
2740,1221,37,2023-01-04 02:00:00,2023-01-04 03:05:00,891,176,UPI,cancelled
2741,71,50,2023-02-01 06:00:00,2023-02-01 06:24:00,252,140,UPI,delivered
2742,1141,5,2023-12-30 07:00:00,2023-12-30 07:20:00,185,75,Card,delivered
2743,1379,23,2023-10-23 10:00:00,2023-10-23 10:36:00,278,128,UPI,delivered
2744,1639,1,2023-10-20 22:00:00,2023-10-20 22:59:00,979,158,UPI,delivered
2745,1028,42,2023-02-28 11:00:00,2023-02-28 11:43:00,206,77,UPI,delivered
2746,187,31,2023-06-12 03:00:00,2023-06-12 03:20:00,321,45,Cash,delivered
2747,564,37,2023-10-13 05:00:00,2023-10-13 06:07:00,1115,7,Cash,delivered
2748,1943,2,2023-12-01 01:00:00,2023-12-01 01:27:00,308,188,UPI,delivered
2749,1374,33,2023-02-26 16:00:00,2023-02-26 16:48:00,969,38,Card,delivered
2750,943,9,2023-12-20 03:00:00,2023-12-20 03:27:00,274,81,Card,delivered
2751,93,43,2023-08-22 22:00:00,2023-08-22 23:01:00,888,189,UPI,delivered
2752,358,19,2023-04-14 08:00:00,2023-04-14 09:03:00,267,101,UPI,delivered
2753,896,28,2023-05-27 13:00:00,2023-05-27 14:00:00,937,139,UPI,delivered
2754,242,15,2023-12-17 16:00:00,2023-12-17 16:22:00,556,92,UPI,delivered
2755,1145,50,2023-05-16 18:00:00,2023-05-16 18:30:00,1149,133,Card,delivered
2756,726,8,2023-12-04 13:00:00,2023-12-04 13:25:00,1163,43,UPI,delivered
2757,865,44,2023-07-12 18:00:00,2023-07-12 18:45:00,494,161,UPI,delivered
2758,342,40,2023-11-06 12:00:00,2023-11-06 12:59:00,683,175,UPI,delivered
2759,300,30,2023-11-11 16:00:00,2023-11-11 16:51:00,955,141,UPI,delivered
2760,1955,11,2023-03-23 19:00:00,2023-03-23 19:53:00,451,45,UPI,delivered
2761,1941,49,2023-03-19 01:00:00,2023-03-19 01:50:00,245,71,UPI,delivered
2762,28,34,2023-03-24 03:00:00,2023-03-24 04:04:00,410,66,UPI,delivered
2763,788,4,2023-06-25 22:00:00,2023-06-25 22:58:00,662,95,UPI,delivered
2764,1433,24,2023-05-03 11:00:00,2023-05-03 11:35:00,240,123,UPI,delivered
2765,174,39,2023-06-14 12:00:00,2023-06-14 12:23:00,816,37,Card,delivered
2766,16,27,2023-06-04 16:00:00,2023-06-04 17:07:00,544,162,UPI,delivered
2767,846,13,2023-06-28 14:00:00,2023-06-28 14:36:00,949,47,UPI,delivered
2768,588,48,2023-05-29 12:00:00,2023-05-29 12:44:00,846,101,UPI,delivered
2769,375,39,2023-03-26 05:00:00,2023-03-26 05:44:00,928,81,UPI,delivered
2770,118,49,2023-09-01 23:00:00,2023-09-02 00:00:00,1100,39,Cash,delivered
2771,379,11,2023-12-26 17:00:00,2023-12-26 17:47:00,413,160,UPI,delivered
2772,1583,44,2023-02-12 02:00:00,2023-02-12 02:30:00,1196,26,Card,delivered
2773,1464,34,2023-10-03 17:00:00,2023-10-03 18:01:00,1102,191,UPI,delivered
2774,1161,14,2023-10-28 04:00:00,2023-10-28 04:52:00,431,110,Card,delivered
2775,1764,50,2023-06-29 13:00:00,2023-06-29 13:55:00,1046,92,UPI,delivered
2776,1722,39,2023-03-12 23:00:00,2023-03-12 23:38:00,681,117,Card,delivered
2777,1262,40,2023-02-28 11:00:00,2023-02-28 11:52:00,952,161,UPI,delivered
2778,654,30,2023-08-22 21:00:00,2023-08-22 22:02:00,685,57,Card,delivered
2779,1573,9,2023-08-07 11:00:00,2023-08-07 12:07:00,375,68,UPI,delivered
2780,492,38,2023-11-29 06:00:00,2023-11-29 06:56:00,1010,22,UPI,delivered
2781,1495,25,2023-08-28 14:00:00,2023-08-28 14:48:00,422,143,UPI,delivered
2782,1056,28,2023-01-01 02:00:00,2023-01-01 02:43:00,747,3,Card,delivered
2783,824,33,2023-04-27 23:00:00,2023-04-27 23:58:00,1085,3,UPI,delivered
2784,571,47,2023-04-16 01:00:00,2023-04-16 01:36:00,355,77,Card,delivered
2785,898,40,2023-02-04 08:00:00,2023-02-04 08:35:00,636,2,Cash,delivered
2786,1112,15,2023-02-19 23:00:00,2023-02-19 23:20:00,838,83,UPI,delivered
2787,1885,35,2023-06-01 02:00:00,2023-06-01 02:46:00,278,101,Card,delivered
2788,1398,49,2023-10-12 16:00:00,2023-10-12 16:26:00,732,56,UPI,delivered
2789,499,1,2023-01-14 02:00:00,2023-01-14 02:36:00,764,138,Card,delivered
2790,1966,15,2023-10-10 23:00:00,2023-10-10 23:33:00,1006,106,Card,delivered
2791,1206,42,2023-05-01 09:00:00,2023-05-01 09:21:00,1139,96,UPI,delivered
2792,1745,36,2023-09-12 21:00:00,2023-09-12 22:04:00,1061,124,Card,delivered
2793,1905,45,2023-05-21 22:00:00,2023-05-21 22:45:00,1199,100,UPI,delivered
2794,1576,47,2023-02-27 06:00:00,2023-02-27 06:38:00,490,101,UPI,failed
2795,1245,11,2023-02-25 07:00:00,2023-02-25 07:45:00,327,89,UPI,delivered
2796,1826,39,2023-09-14 23:00:00,2023-09-14 23:22:00,318,132,UPI,cancelled
2797,1598,40,2023-01-08 09:00:00,2023-01-08 09:31:00,760,70,UPI,delivered
2798,1495,5,2023-09-30 06:00:00,2023-09-30 07:02:00,650,39,Card,delivered
2799,307,12,2023-03-16 12:00:00,2023-03-16 12:29:00,312,123,UPI,delivered
2800,1387,21,2023-04-15 18:00:00,2023-04-15 18:41:00,395,56,UPI,delivered
2801,270,42,2023-04-18 11:00:00,2023-04-18 11:50:00,511,126,Card,delivered
2802,470,38,2023-06-14 06:00:00,2023-06-14 06:26:00,903,72,UPI,delivered
2803,869,31,2023-08-17 15:00:00,2023-08-17 15:44:00,285,64,Card,delivered
2804,512,23,2023-04-11 10:00:00,2023-04-11 10:58:00,1007,73,Card,delivered
2805,1637,18,2023-04-26 17:00:00,2023-04-26 18:08:00,500,148,UPI,delivered
2806,799,44,2023-06-25 06:00:00,2023-06-25 07:05:00,663,41,Cash,delivered
2807,924,10,2023-05-04 09:00:00,2023-05-04 09:22:00,559,24,UPI,delivered
2808,1342,20,2023-11-06 22:00:00,2023-11-06 23:00:00,236,136,UPI,delivered
2809,396,6,2023-06-05 14:00:00,2023-06-05 14:30:00,899,165,Card,delivered
2810,556,44,2023-06-08 14:00:00,2023-06-08 14:20:00,333,78,Cash,delivered
2811,1490,29,2023-11-13 04:00:00,2023-11-13 04:40:00,194,14,UPI,delivered
2812,1297,40,2023-04-06 20:00:00,2023-04-06 20:24:00,160,151,UPI,delivered
2813,1306,17,2023-03-21 15:00:00,2023-03-21 15:34:00,588,185,Card,delivered
2814,1524,19,2023-05-11 02:00:00,2023-05-11 02:32:00,517,158,Card,delivered
2815,1974,20,2023-06-13 03:00:00,2023-06-13 03:31:00,374,127,Cash,delivered
2816,971,35,2023-06-13 23:00:00,2023-06-13 23:48:00,340,175,UPI,delivered
2817,623,40,2023-08-04 15:00:00,2023-08-04 15:56:00,624,145,UPI,delivered
2818,927,38,2023-09-11 01:00:00,2023-09-11 01:26:00,401,148,UPI,delivered
2819,1424,1,2023-04-24 15:00:00,2023-04-24 15:28:00,610,93,UPI,delivered
2820,305,50,2023-11-25 14:00:00,2023-11-25 14:46:00,1189,26,UPI,delivered
2821,957,31,2023-06-16 00:00:00,2023-06-16 01:06:00,186,172,UPI,delivered
2822,1295,38,2023-08-12 17:00:00,2023-08-12 17:40:00,371,91,UPI,delivered
2823,1586,4,2023-03-03 23:00:00,2023-03-03 23:43:00,847,189,UPI,delivered
2824,1700,7,2023-02-28 11:00:00,2023-02-28 12:01:00,420,54,Card,delivered
2825,1687,15,2023-04-25 11:00:00,2023-04-25 11:40:00,882,156,UPI,delivered
2826,1780,45,2023-12-20 19:00:00,2023-12-20 19:36:00,886,10,Card,delivered
2827,888,22,2023-05-07 18:00:00,2023-05-07 18:58:00,831,78,UPI,delivered
2828,1027,29,2023-02-20 18:00:00,2023-02-20 18:23:00,1076,1,UPI,delivered
2829,27,15,2023-10-24 05:00:00,2023-10-24 05:54:00,203,176,Cash,delivered
2830,241,27,2023-10-09 07:00:00,2023-10-09 07:22:00,518,71,UPI,delivered
2831,243,9,2023-03-15 01:00:00,2023-03-15 01:27:00,979,124,Card,delivered
2832,1617,31,2023-08-11 06:00:00,2023-08-11 07:04:00,691,159,UPI,delivered
2833,1893,24,2023-07-24 13:00:00,2023-07-24 13:49:00,402,129,UPI,delivered
2834,1690,48,2023-06-03 10:00:00,2023-06-03 10:57:00,756,99,UPI,delivered
2835,790,7,2023-04-17 08:00:00,2023-04-17 08:31:00,520,22,Card,delivered
2836,842,23,2023-09-08 09:00:00,2023-09-08 09:55:00,752,123,UPI,delivered
2837,1396,2,2023-08-23 04:00:00,2023-08-23 04:45:00,930,72,UPI,delivered
2838,744,35,2023-05-14 16:00:00,2023-05-14 17:08:00,818,153,Card,delivered
2839,1871,44,2023-12-03 03:00:00,2023-12-03 03:54:00,729,78,UPI,delivered
2840,1138,2,2023-12-21 00:00:00,2023-12-21 00:21:00,298,53,UPI,delivered
2841,605,44,2023-01-08 13:00:00,2023-01-08 13:26:00,556,94,Card,delivered
2842,1852,10,2023-01-04 22:00:00,2023-01-04 22:51:00,150,47,Card,delivered
2843,19,37,2023-02-20 18:00:00,2023-02-20 18:40:00,400,65,UPI,delivered
2844,1515,23,2023-12-27 20:00:00,2023-12-27 20:29:00,870,97,UPI,delivered
2845,667,8,2023-04-13 11:00:00,2023-04-13 12:01:00,296,176,UPI,delivered
2846,566,5,2023-05-26 21:00:00,2023-05-26 21:52:00,1131,175,UPI,delivered
2847,929,8,2023-02-24 21:00:00,2023-02-24 21:50:00,1065,135,UPI,delivered
2848,1748,37,2023-12-18 12:00:00,2023-12-18 12:47:00,695,194,Card,delivered
2849,1675,50,2023-07-10 15:00:00,2023-07-10 15:54:00,1149,188,Card,delivered
2850,1026,7,2023-12-30 02:00:00,2023-12-30 02:45:00,177,195,UPI,delivered
2851,1231,5,2023-10-13 01:00:00,2023-10-13 01:20:00,929,34,UPI,delivered
2852,606,21,2023-04-09 15:00:00,2023-04-09 16:07:00,594,156,UPI,delivered
2853,412,39,2023-06-12 07:00:00,2023-06-12 07:41:00,362,142,Card,delivered
2854,1,32,2023-12-17 06:00:00,2023-12-17 06:34:00,236,99,UPI,delivered
2855,1346,36,2023-04-29 11:00:00,2023-04-29 11:34:00,1087,107,UPI,delivered
2856,1190,31,2023-10-14 02:00:00,2023-10-14 02:50:00,919,5,Card,delivered
2857,1103,26,2023-10-13 00:00:00,2023-10-13 00:22:00,1027,116,UPI,delivered
2858,1571,2,2023-03-20 19:00:00,2023-03-20 19:31:00,470,112,UPI,delivered
2859,425,25,2023-05-01 05:00:00,2023-05-01 06:01:00,806,175,UPI,delivered
2860,1705,25,2023-02-06 23:00:00,2023-02-06 23:26:00,274,154,UPI,delivered
2861,1582,16,2023-04-27 01:00:00,2023-04-27 01:30:00,599,58,UPI,failed
2862,1063,17,2023-02-01 00:00:00,2023-02-01 00:35:00,305,85,UPI,cancelled
2863,240,12,2023-12-02 14:00:00,2023-12-02 14:31:00,850,129,UPI,delivered
2864,1888,48,2023-07-24 21:00:00,2023-07-24 21:26:00,1103,19,UPI,delivered
2865,1350,16,2023-04-29 00:00:00,2023-04-29 01:08:00,944,194,Card,delivered
2866,1869,9,2023-09-02 00:00:00,2023-09-02 00:49:00,800,157,UPI,cancelled
2867,1299,10,2023-10-10 17:00:00,2023-10-10 18:06:00,928,65,UPI,delivered
2868,719,19,2023-11-22 18:00:00,2023-11-22 18:21:00,364,125,UPI,delivered
2869,45,18,2023-07-12 00:00:00,2023-07-12 00:26:00,1095,166,UPI,delivered
2870,1918,44,2023-11-09 00:00:00,2023-11-09 01:06:00,986,108,UPI,delivered
2871,47,49,2023-05-28 07:00:00,2023-05-28 07:37:00,434,78,Cash,delivered
2872,1762,4,2023-06-01 12:00:00,2023-06-01 13:01:00,1099,187,Cash,delivered
2873,1286,25,2023-08-03 18:00:00,2023-08-03 18:32:00,177,158,UPI,delivered
2874,1459,28,2023-01-05 01:00:00,2023-01-05 01:48:00,1113,2,Card,delivered
2875,1958,12,2023-07-17 06:00:00,2023-07-17 06:47:00,330,39,UPI,delivered
2876,1825,29,2023-11-30 23:00:00,2023-12-01 00:07:00,264,94,Card,delivered
2877,17,41,2023-10-09 09:00:00,2023-10-09 09:35:00,1120,65,UPI,delivered
2878,1246,9,2023-11-09 05:00:00,2023-11-09 05:47:00,431,199,Cash,delivered
2879,486,46,2023-08-07 16:00:00,2023-08-07 16:58:00,411,53,UPI,delivered
2880,1353,10,2023-01-09 12:00:00,2023-01-09 12:31:00,316,171,Card,delivered
2881,1977,7,2023-09-02 15:00:00,2023-09-02 15:49:00,1106,104,Card,delivered
2882,1984,43,2023-06-28 12:00:00,2023-06-28 12:53:00,706,158,UPI,delivered
2883,1856,31,2023-09-02 00:00:00,2023-09-02 01:04:00,986,109,Cash,delivered
2884,854,35,2023-11-25 08:00:00,2023-11-25 08:22:00,165,137,Card,cancelled
2885,419,23,2023-11-18 08:00:00,2023-11-18 08:36:00,390,183,UPI,delivered
2886,1056,4,2023-12-21 15:00:00,2023-12-21 15:30:00,1149,77,UPI,delivered
2887,1559,50,2023-11-19 22:00:00,2023-11-19 22:28:00,380,171,UPI,delivered
2888,802,17,2023-05-11 10:00:00,2023-05-11 10:37:00,1132,4,UPI,delivered
2889,722,19,2023-03-19 02:00:00,2023-03-19 03:05:00,756,13,UPI,delivered
2890,1278,48,2023-01-22 08:00:00,2023-01-22 08:23:00,762,34,UPI,delivered
2891,1153,15,2023-11-19 14:00:00,2023-11-19 14:51:00,179,140,Card,delivered
2892,48,46,2023-09-22 19:00:00,2023-09-22 19:31:00,373,188,UPI,failed
2893,728,48,2023-06-17 05:00:00,2023-06-17 06:07:00,185,73,UPI,delivered
2894,1792,33,2023-02-06 12:00:00,2023-02-06 13:09:00,236,47,UPI,delivered
2895,474,32,2023-03-02 09:00:00,2023-03-02 09:50:00,501,40,Card,delivered
2896,781,39,2023-06-07 08:00:00,2023-06-07 08:28:00,627,113,UPI,cancelled
2897,1318,34,2023-03-30 15:00:00,2023-03-30 16:08:00,391,6,UPI,delivered
2898,1105,11,2023-04-30 15:00:00,2023-04-30 15:56:00,835,151,UPI,delivered
2899,1527,14,2023-10-29 01:00:00,2023-10-29 01:37:00,513,131,Card,delivered
2900,1858,44,2023-07-10 14:00:00,2023-07-10 14:59:00,878,83,UPI,delivered
2901,395,50,2023-10-15 14:00:00,2023-10-15 15:05:00,982,66,UPI,delivered
2902,1571,23,2023-07-12 07:00:00,2023-07-12 07:27:00,981,129,UPI,delivered
2903,749,7,2023-09-16 09:00:00,2023-09-16 09:54:00,1073,58,Card,failed
2904,695,35,2023-11-05 22:00:00,2023-11-05 22:50:00,684,7,UPI,delivered
2905,45,47,2023-05-22 17:00:00,2023-05-22 17:48:00,854,13,UPI,delivered
2906,1637,22,2023-10-20 22:00:00,2023-10-20 23:04:00,656,34,UPI,delivered
2907,531,23,2023-12-27 02:00:00,2023-12-27 02:26:00,542,185,Card,delivered
2908,1918,28,2023-02-13 07:00:00,2023-02-13 07:57:00,332,170,UPI,delivered
2909,678,20,2023-03-11 09:00:00,2023-03-11 09:28:00,985,29,Cash,delivered
2910,174,27,2023-07-03 11:00:00,2023-07-03 11:51:00,480,77,Card,delivered
2911,1558,47,2023-01-04 01:00:00,2023-01-04 01:20:00,568,124,Card,cancelled
2912,400,44,2023-09-20 09:00:00,2023-09-20 10:08:00,599,168,UPI,delivered
2913,1489,11,2023-06-02 15:00:00,2023-06-02 15:54:00,655,66,UPI,delivered
2914,1722,8,2023-09-22 13:00:00,2023-09-22 13:29:00,1015,177,UPI,delivered
2915,1385,2,2023-06-14 07:00:00,2023-06-14 08:09:00,1087,181,UPI,delivered
2916,199,6,2023-03-22 07:00:00,2023-03-22 08:06:00,315,155,Card,delivered
2917,1865,7,2023-04-24 12:00:00,2023-04-24 12:28:00,334,150,Card,delivered
2918,1008,36,2023-03-11 16:00:00,2023-03-11 16:23:00,472,83,UPI,delivered
2919,900,42,2023-12-22 18:00:00,2023-12-22 19:01:00,1179,199,Card,delivered
2920,675,47,2023-04-16 15:00:00,2023-04-16 15:20:00,412,149,UPI,delivered
2921,393,11,2023-03-14 00:00:00,2023-03-14 01:08:00,347,10,UPI,delivered
2922,1370,50,2023-07-25 17:00:00,2023-07-25 17:42:00,1147,132,UPI,delivered
2923,884,19,2023-08-10 15:00:00,2023-08-10 16:02:00,336,154,Cash,delivered
2924,1179,12,2023-09-02 11:00:00,2023-09-02 12:08:00,828,18,Cash,delivered
2925,228,49,2023-10-25 22:00:00,2023-10-25 22:34:00,528,55,Cash,delivered
2926,1649,9,2023-06-26 08:00:00,2023-06-26 08:41:00,160,15,UPI,delivered
2927,160,26,2023-07-15 09:00:00,2023-07-15 09:27:00,362,11,Card,delivered
2928,768,30,2023-02-04 06:00:00,2023-02-04 07:02:00,815,139,Card,delivered
2929,1551,5,2023-12-08 01:00:00,2023-12-08 01:53:00,606,24,Card,delivered
2930,1626,11,2023-06-19 19:00:00,2023-06-19 19:59:00,1075,65,UPI,delivered
2931,852,18,2023-10-29 05:00:00,2023-10-29 05:50:00,757,133,UPI,delivered
2932,1994,6,2023-07-20 05:00:00,2023-07-20 05:50:00,620,84,UPI,delivered
2933,622,40,2023-05-07 00:00:00,2023-05-07 01:00:00,1176,110,UPI,delivered
2934,1609,49,2023-03-05 16:00:00,2023-03-05 17:06:00,862,180,Card,delivered
2935,823,3,2023-12-25 04:00:00,2023-12-25 04:56:00,1112,148,UPI,delivered
2936,363,48,2023-07-31 07:00:00,2023-07-31 08:04:00,420,9,UPI,delivered
2937,1406,17,2023-10-29 09:00:00,2023-10-29 09:27:00,359,147,UPI,delivered
2938,660,19,2023-02-08 15:00:00,2023-02-08 15:20:00,764,157,UPI,delivered
2939,1120,27,2023-05-26 02:00:00,2023-05-26 02:33:00,531,62,UPI,delivered
2940,1453,8,2023-09-16 04:00:00,2023-09-16 04:27:00,603,193,UPI,delivered
2941,659,10,2023-06-15 17:00:00,2023-06-15 17:22:00,1143,31,UPI,delivered
2942,1558,45,2023-07-23 20:00:00,2023-07-23 21:08:00,848,24,UPI,delivered
2943,845,16,2023-02-11 02:00:00,2023-02-11 03:09:00,222,72,UPI,delivered
2944,316,28,2023-01-05 03:00:00,2023-01-05 03:58:00,596,67,UPI,delivered
2945,1941,8,2023-08-27 17:00:00,2023-08-27 17:44:00,829,72,UPI,delivered
2946,1522,15,2023-12-11 07:00:00,2023-12-11 07:45:00,169,33,UPI,delivered
2947,888,8,2023-06-20 17:00:00,2023-06-20 17:23:00,976,156,UPI,delivered
2948,389,45,2023-04-26 09:00:00,2023-04-26 09:43:00,1176,162,UPI,delivered
2949,1180,48,2023-01-30 22:00:00,2023-01-30 22:31:00,670,72,UPI,delivered
2950,605,16,2023-03-27 06:00:00,2023-03-27 07:05:00,570,66,UPI,delivered
2951,331,1,2023-01-24 09:00:00,2023-01-24 10:06:00,1147,128,UPI,delivered
2952,1022,19,2023-09-22 13:00:00,2023-09-22 14:08:00,489,90,UPI,cancelled
2953,804,6,2023-04-30 17:00:00,2023-04-30 17:27:00,595,48,UPI,delivered
2954,1110,15,2023-02-09 14:00:00,2023-02-09 14:44:00,706,120,UPI,delivered
2955,1388,34,2023-06-25 00:00:00,2023-06-25 01:07:00,999,185,UPI,delivered
2956,1778,28,2023-06-24 12:00:00,2023-06-24 12:43:00,445,193,UPI,delivered
2957,1706,21,2023-11-20 13:00:00,2023-11-20 14:06:00,935,39,UPI,delivered
2958,742,9,2023-01-05 12:00:00,2023-01-05 12:49:00,970,46,UPI,delivered
2959,796,13,2023-09-22 16:00:00,2023-09-22 16:24:00,1101,115,UPI,delivered
2960,330,24,2023-11-01 11:00:00,2023-11-01 12:05:00,225,143,UPI,delivered
2961,12,29,2023-10-02 09:00:00,2023-10-02 10:01:00,624,9,UPI,delivered
2962,285,34,2023-06-18 07:00:00,2023-06-18 08:06:00,270,155,Cash,delivered
2963,1984,45,2023-05-10 09:00:00,2023-05-10 09:27:00,822,5,UPI,cancelled
2964,442,42,2023-07-02 16:00:00,2023-07-02 16:39:00,759,25,Card,delivered
2965,1729,28,2023-06-12 13:00:00,2023-06-12 13:21:00,1041,67,UPI,delivered
2966,322,40,2023-06-30 19:00:00,2023-06-30 19:44:00,886,5,UPI,delivered
2967,186,33,2023-05-15 03:00:00,2023-05-15 03:50:00,548,32,UPI,delivered
2968,377,50,2023-09-10 00:00:00,2023-09-10 00:41:00,806,21,UPI,delivered
2969,1768,3,2023-07-16 09:00:00,2023-07-16 09:49:00,425,168,UPI,delivered
2970,916,46,2023-11-22 05:00:00,2023-11-22 06:05:00,310,153,Card,delivered
2971,1085,31,2023-05-27 13:00:00,2023-05-27 13:42:00,843,80,UPI,delivered
2972,1956,34,2023-05-15 04:00:00,2023-05-15 05:03:00,211,30,UPI,delivered
