order_item_id,order_id,item_id,quantity,item_price
6212,3117,447,2,476
6213,3117,449,3,115
6214,3117,441,3,333
6215,3118,469,2,281
6216,3118,467,2,317
6217,3118,479,1,442
6218,3119,650,2,434
6219,3119,656,3,239
6220,3120,440,2,304
6221,3120,436,1,128
6222,3120,439,1,83
6223,3121,284,2,216
6224,3121,274,1,382
6225,3121,283,2,143
6226,3122,364,1,262
6227,3123,611,1,127
6228,3123,608,3,156
6229,3123,603,3,434
6230,3124,185,2,292
6231,3124,183,2,126
6232,3125,154,3,498
6233,3125,157,2,268
6234,3125,160,2,397
6235,3126,512,1,147
6236,3127,639,2,411
6237,3127,635,3,204
6238,3127,634,2,423
6239,3128,658,2,293
6240,3128,649,2,198
6241,3128,659,2,118
6242,3129,464,3,207
6243,3129,452,1,281
6244,3130,195,3,342
6245,3131,318,1,237
6246,3131,316,2,267
6247,3131,326,1,268
6248,3132,437,3,295
6249,3132,447,1,476
6250,3132,445,1,444
6251,3133,659,2,118
6252,3134,254,1,112
6253,3135,732,2,261
6254,3135,725,1,258
6255,3136,205,3,235
6256,3136,198,3,472
6257,3137,633,2,217
6258,3137,643,2,478
6259,3137,644,3,215
6260,3138,355,3,481
6261,3138,357,3,301
6262,3138,348,2,148
6263,3139,671,1,169
6264,3140,720,1,410
6265,3141,431,2,354
6266,3141,424,1,447
6267,3142,615,2,273
6268,3143,31,1,487
6269,3143,43,3,375
6270,3143,38,1,281
6271,3144,24,3,394
6272,3144,19,2,188
6273,3145,14,3,422
6274,3145,13,2,467
6275,3145,1,2,289
6276,3146,5,2,313
6277,3147,538,2,379
6278,3147,531,3,108
6279,3148,251,2,474
6280,3148,244,3,374
6281,3149,563,1,110
6282,3149,566,2,244
6283,3150,394,2,443
6284,3151,306,3,228
6285,3152,601,2,278
6286,3153,11,3,246
6287,3154,541,3,414
6288,3155,527,3,325
6289,3155,526,1,310
6290,3156,160,3,397
6291,3156,164,2,249
6292,3157,659,3,118
6293,3157,656,3,239
6294,3157,649,3,198
6295,3158,534,2,245
6296,3158,526,1,310
6297,3159,418,3,473
6298,3160,698,2,201
6299,3161,52,2,430
6300,3161,49,3,347
6301,3162,539,2,224
6302,3163,233,2,359
6303,3163,227,1,338
6304,3164,630,2,353
6305,3164,629,1,303
6306,3165,190,2,408
6307,3165,184,1,495
6308,3165,195,2,342
6309,3166,510,1,333
6310,3167,357,1,301
6311,3167,359,3,164
6312,3167,354,2,283
6313,3168,302,2,482
6314,3168,315,3,193
6315,3169,9,3,108
6316,3169,11,3,246
6317,3169,14,1,422
6318,3170,520,2,213
6319,3170,524,1,294
6320,3171,633,1,217
6321,3171,640,3,437
6322,3172,624,3,352
6323,3172,621,3,236
6324,3173,527,1,325
6325,3173,535,1,447
6326,3173,530,1,135
6327,3174,714,2,217
6328,3174,707,1,446
6329,3174,710,3,354
6330,3175,47,2,87
6331,3176,646,1,139
6332,3177,347,1,472
6333,3178,635,2,204
6334,3179,194,3,426
6335,3180,637,2,150
6336,3180,643,1,478
6337,3180,634,1,423
6338,3181,748,3,497
6339,3181,745,3,381
6340,3182,644,1,215
6341,3182,640,1,437
6342,3182,636,2,162
6343,3183,446,1,439
6344,3183,445,1,444
6345,3184,645,3,392
6346,3184,643,2,478
6347,3185,313,1,356
6348,3185,303,2,346
6349,3186,10,2,493
6350,3187,581,1,104
6351,3187,571,1,309
6352,3187,577,2,493
6353,3188,295,2,400
6354,3188,298,1,258
6355,3188,300,2,177
6356,3189,665,1,186
6357,3189,673,1,333
6358,3189,675,3,377
6359,3190,391,2,325
6360,3191,627,1,317
6361,3191,621,3,236
6362,3191,628,3,371
6363,3192,135,3,329
6364,3193,18,2,112
6365,3194,533,1,158
6366,3195,535,3,447
6367,3195,538,3,379
6368,3195,539,1,224
6369,3196,461,1,495
6370,3197,675,1,377
6371,3197,671,2,169
6372,3197,664,1,442
6373,3198,522,2,477
6374,3198,515,3,346
6375,3199,159,1,479
6376,3199,158,3,281
6377,3200,416,1,411
6378,3201,308,2,383
6379,3201,306,1,228
6380,3202,622,1,393
6381,3203,24,1,394
6382,3203,29,2,206
6383,3204,629,2,303
6384,3204,617,2,80
6385,3205,286,2,81
6386,3206,340,3,498
6387,3207,91,1,441
6388,3207,94,1,307
6389,3208,59,3,323
6390,3208,55,1,100
6391,3208,50,2,226
6392,3209,719,1,394
6393,3209,716,1,181
6394,3209,706,3,356
6395,3210,276,3,255
6396,3210,273,3,221
6397,3210,285,3,397
6398,3211,660,3,279
6399,3212,477,3,203
6400,3212,466,3,208
6401,3213,658,2,293
6402,3213,647,2,302
6403,3214,595,1,247
6404,3214,589,2,98
6405,3215,535,2,447
6406,3215,539,3,224
6407,3215,540,3,459
6408,3216,203,3,319
6409,3216,201,1,254
6410,3216,208,1,377
6411,3217,580,3,237
6412,3217,572,2,212
6413,3217,571,3,309
6414,3218,126,2,466
6415,3218,130,1,497
6416,3219,721,3,193
6417,3220,167,2,283
6418,3220,175,2,476
6419,3220,169,2,219
6420,3221,377,2,398
6421,3222,37,2,369
6422,3223,502,2,307
6423,3223,505,1,402
6424,3223,507,2,182
6425,3224,90,2,200
6426,3224,88,3,323
6427,3225,207,1,244
6428,3225,203,2,319
6429,3225,197,1,178
6430,3226,8,2,104
6431,3226,15,3,491
6432,3227,338,3,430
6433,3227,336,1,408
6434,3228,342,2,239
6435,3228,331,1,137
6436,3228,345,1,251
6437,3229,376,1,297
6438,3229,390,3,232
6439,3230,710,3,354
6440,3231,379,1,217
6441,3231,385,3,339
6442,3231,388,3,382
6443,3232,3,2,133
6444,3233,584,3,204
6445,3233,581,3,104
6446,3234,126,2,466
6447,3234,122,2,380
6448,3235,596,3,87
6449,3235,599,2,242
6450,3235,592,1,443
6451,3236,438,2,299
6452,3236,445,1,444
6453,3237,53,3,204
6454,3237,56,3,214
6455,3237,46,3,494
6456,3238,554,1,122
6457,3238,542,3,346
6458,3238,549,1,226
6459,3239,745,3,381
6460,3239,741,3,407
6461,3239,743,1,128
6462,3240,688,2,156
6463,3240,685,1,82
6464,3241,107,2,419
6465,3241,119,2,475
6466,3241,118,3,393
6467,3242,701,3,428
6468,3242,700,3,199
6469,3243,413,2,178
6470,3243,420,1,203
6471,3243,408,2,265
6472,3244,532,3,486
6473,3245,157,2,268
6474,3245,155,2,476
6475,3245,154,1,498
6476,3246,535,1,447
6477,3246,529,3,491
6478,3246,539,1,224
6479,3247,360,3,201
6480,3248,711,3,94
6481,3248,714,2,217
6482,3249,367,2,129
6483,3249,365,2,356
6484,3250,390,2,232
6485,3250,384,2,163
6486,3250,386,3,435
6487,3251,519,3,432
6488,3251,511,2,416
6489,3251,515,3,346
6490,3252,133,1,307
6491,3252,134,3,94
6492,3253,215,3,82
6493,3253,217,1,496
6494,3254,99,3,158
6495,3254,104,1,334
6496,3255,52,2,430
6497,3255,47,1,87
6498,3255,50,2,226
6499,3256,638,2,418
6500,3256,643,1,478
6501,3257,570,1,170
6502,3258,729,1,123
6503,3259,221,3,175
6504,3260,295,1,400
6505,3260,287,2,242
6506,3260,297,2,246
6507,3261,133,3,307
6508,3261,132,1,342
6509,3261,128,1,494
6510,3262,722,3,399
6511,3262,732,2,261
6512,3262,733,2,286
6513,3263,500,2,460
6514,3263,505,2,402
6515,3264,115,2,120
6516,3265,595,1,247
6517,3265,599,3,242
6518,3266,230,1,368
6519,3267,76,3,452
6520,3267,79,2,157
6521,3268,163,3,247
6522,3268,155,1,476
6523,3268,152,3,352
6524,3269,161,2,491
6525,3269,157,1,268
6526,3270,259,3,383
6527,3271,423,3,490
6528,3271,426,3,243
6529,3271,425,2,96
6530,3272,70,3,123
6531,3273,117,1,206
6532,3273,110,2,424
6533,3273,118,3,393
6534,3274,154,3,498
6535,3274,156,1,426
6536,3275,434,1,220
6537,3276,55,1,100
6538,3276,49,3,347
6539,3276,46,2,494
6540,3277,623,3,147
6541,3277,629,2,303
6542,3278,380,1,206
6543,3278,379,1,217
6544,3278,390,1,232
6545,3279,728,3,358
6546,3279,724,3,431
6547,3279,729,3,123
6548,3280,128,2,494
6549,3281,397,3,456
6550,3281,403,1,466
6551,3281,393,1,473
6552,3282,53,2,204
6553,3282,60,2,202
6554,3283,604,3,134
6555,3283,606,3,291
6556,3283,608,3,156
6557,3284,549,2,226
6558,3284,552,3,388
6559,3285,495,2,368
6560,3286,131,1,180
6561,3286,124,1,82
6562,3286,127,3,182
6563,3287,461,2,495
6564,3287,460,1,290
6565,3287,451,1,460
6566,3288,647,3,302
6567,3289,399,3,466
6568,3289,393,1,473
6569,3290,676,1,439
6570,3291,217,3,496
6571,3292,56,3,214
6572,3292,48,2,303
6573,3292,60,1,202
6574,3293,509,1,114
6575,3293,499,2,84
6576,3293,505,1,402
6577,3294,687,2,499
6578,3295,283,3,143
6579,3295,275,3,415
6580,3295,273,3,221
6581,3296,129,3,273
6582,3296,133,1,307
6583,3297,118,2,393
6584,3297,115,1,120
6585,3298,649,1,198
6586,3298,652,1,261
6587,3298,660,1,279
6588,3299,534,1,245
6589,3299,532,1,486
6590,3299,535,2,447
6591,3300,200,2,479
6592,3300,206,1,378
6593,3300,208,3,377
6594,3301,563,3,110
6595,3301,558,2,249
6596,3301,559,2,204
6597,3302,600,3,175
6598,3303,644,2,215
6599,3303,631,3,237
6600,3304,191,3,159
6601,3304,192,2,193
6602,3304,183,2,126
6603,3305,307,2,488
6604,3306,641,1,99
6605,3307,537,2,179
6606,3307,527,1,325
6607,3307,531,1,108
6608,3308,740,1,241
6609,3308,743,3,128
6610,3308,739,2,443
6611,3309,480,3,411
6612,3310,445,3,444
6613,3311,165,3,337
6614,3311,157,3,268
6615,3311,153,2,171
6616,3312,169,3,219
6617,3312,172,2,332
6618,3313,682,2,257
6619,3313,686,2,254
6620,3313,679,1,194
6621,3314,552,2,388
6622,3314,542,1,346
6623,3315,127,1,182
6624,3315,131,2,180
6625,3315,132,3,342
6626,3316,381,1,145
6627,3317,563,1,110
6628,3318,547,3,396
6629,3319,81,2,414
6630,3319,78,2,310
6631,3319,89,2,423
6632,3320,503,3,378
6633,3321,109,1,381
6634,3321,119,3,475
6635,3321,116,2,323
6636,3322,30,2,96
6637,3322,29,3,206
6638,3322,27,3,294
6639,3323,103,3,216
6640,3323,104,2,334
6641,3324,66,1,398
6642,3324,74,1,374
6643,3324,70,1,123
6644,3325,738,2,86
6645,3326,168,2,319
6646,3327,358,1,417
6647,3327,359,3,164
6648,3328,588,1,330
6649,3329,718,3,96
6650,3330,741,2,407
6651,3331,687,3,499
6652,3332,666,2,125
6653,3332,670,1,195
6654,3332,661,1,491
6655,3333,583,1,439
6656,3333,577,1,493
6657,3334,722,1,399
6658,3335,639,1,411
6659,3335,644,2,215
6660,3336,545,2,256
6661,3336,550,1,400
6662,3336,551,1,246
6663,3337,667,1,131
6664,3338,199,1,297
6665,3338,205,3,235
6666,3338,200,1,479
6667,3339,274,1,382
6668,3339,279,2,440
6669,3340,379,3,217
6670,3340,386,1,435
6671,3341,494,2,346
6672,3342,427,3,288
6673,3343,522,3,477
6674,3343,519,1,432
6675,3343,516,3,220
6676,3344,60,2,202
6677,3344,50,3,226
6678,3345,272,1,458
6679,3345,285,1,397
6680,3345,282,1,115
6681,3346,716,1,181
6682,3347,495,2,368
6683,3348,734,2,299
6684,3348,735,3,277
6685,3349,749,1,211
6686,3349,746,1,160
6687,3350,254,1,112
6688,3350,255,1,416
6689,3351,709,2,397
6690,3352,295,1,400
6691,3353,297,2,246
6692,3354,151,3,191
6693,3354,152,1,352
6694,3354,161,1,491
6695,3355,129,1,273
6696,3355,131,2,180
6697,3356,213,3,267
6698,3356,211,3,353
6699,3357,336,2,408
6700,3357,339,2,418
6701,3358,521,2,402
6702,3359,168,2,319
6703,3359,176,2,441
6704,3360,531,3,108
6705,3360,528,2,176
6706,3361,199,1,297
6707,3361,206,2,378
6708,3362,677,1,120
6709,3362,681,3,426
6710,3362,686,3,254
6711,3363,13,1,467
6712,3363,14,1,422
6713,3363,2,3,418
6714,3364,419,1,282
6715,3364,418,1,473
6716,3364,411,3,491
6717,3365,76,3,452
6718,3365,80,1,488
6719,3365,78,2,310
6720,3366,226,3,205
6721,3366,231,1,116
6722,3367,66,1,398
6723,3367,61,1,156
6724,3367,69,3,421
6725,3368,198,3,472
6726,3368,208,3,377
6727,3369,710,1,354
6728,3369,715,3,304
6729,3370,239,1,359
6730,3370,237,2,457
6731,3371,616,1,172
6732,3371,622,3,393
6733,3371,620,1,405
6734,3372,549,3,226
6735,3372,555,3,451
6736,3373,587,1,365
6737,3373,595,1,247
6738,3373,594,2,336
6739,3374,466,3,208
6740,3375,588,2,330
6741,3375,593,2,429
6742,3375,595,2,247
6743,3376,657,2,365
6744,3376,648,2,127
6745,3377,433,3,338
6746,3378,445,3,444
6747,3378,441,1,333
6748,3378,436,1,128
6749,3379,104,1,334
6750,3379,97,2,108
6751,3379,105,3,192
6752,3380,374,3,116
6753,3380,361,3,162
6754,3381,447,3,476
6755,3381,450,2,378
6756,3382,111,2,324
6757,3382,113,3,216
6758,3383,247,2,186
6759,3383,241,2,175
6760,3383,242,3,364
6761,3384,191,2,159
6762,3384,193,1,202
6763,3384,194,1,426
6764,3385,293,2,397
6765,3385,297,1,246
6766,3385,292,2,343
6767,3386,682,3,257
6768,3386,684,3,374
6769,3386,687,3,499
6770,3387,399,3,466
6771,3387,391,1,325
6772,3387,402,1,338
6773,3388,331,3,137
6774,3388,337,2,323
6775,3389,502,1,307
6776,3390,743,3,128
6777,3390,749,1,211
6778,3391,676,1,439
6779,3391,686,3,254
6780,3392,474,1,192
6781,3392,478,1,222
6782,3393,695,1,259
6783,3393,703,3,270
6784,3394,307,2,488
6785,3394,309,2,414
6786,3395,615,3,273
6787,3395,607,1,353
6788,3396,662,3,355
6789,3396,672,1,460
6790,3397,202,3,471
6791,3398,504,1,131
6792,3398,499,2,84
6793,3399,253,2,394
6794,3400,679,1,194
6795,3400,680,2,441
6796,3400,677,3,120
6797,3401,454,1,190
6798,3401,455,2,309
6799,3402,571,1,309
6800,3402,580,3,237
6801,3402,572,3,212
6802,3403,530,2,135
6803,3403,527,1,325
6804,3404,717,3,287
6805,3404,714,3,217
6806,3404,706,1,356
6807,3405,750,3,173
6808,3405,740,1,241
6809,3406,712,1,453
6810,3406,718,3,96
6811,3406,711,2,94
6812,3407,50,3,226
6813,3407,59,3,323
6814,3408,83,2,376
6815,3408,86,2,205
6816,3409,114,2,274
6817,3409,111,3,324
6818,3410,604,2,134
6819,3410,605,1,263
6820,3410,602,1,331
6821,3411,248,1,261
6822,3411,245,2,267
6823,3412,167,1,283
6824,3413,204,1,140
6825,3414,244,3,374
6826,3414,251,2,474
6827,3414,252,1,409
6828,3415,295,3,400
6829,3415,291,2,112
6830,3416,477,2,203
6831,3416,475,3,419
6832,3417,345,1,251
6833,3417,334,3,490
6834,3418,254,1,112
6835,3418,250,3,415
6836,3419,287,3,242
6837,3419,299,3,261
6838,3420,572,2,212
6839,3420,581,1,104
6840,3421,503,2,378
6841,3421,505,1,402
6842,3422,583,1,439
6843,3423,245,1,267
6844,3423,247,3,186
6845,3423,253,1,394
6846,3424,234,2,348
6847,3424,228,2,477
6848,3425,330,3,429
6849,3425,322,1,204
6850,3425,325,3,437
6851,3426,257,1,434
6852,3426,265,3,96
6853,3427,255,3,416
6854,3428,220,2,181
6855,3428,217,2,496
6856,3428,214,2,139
6857,3429,406,1,88
6858,3430,664,3,442
6859,3430,674,1,366
6860,3431,309,2,414
6861,3431,302,1,482
6862,3431,313,3,356
6863,3432,463,2,446
6864,3433,629,1,303
6865,3433,619,3,265
6866,3433,616,1,172
6867,3434,373,2,232
6868,3435,303,3,346
6869,3435,305,2,145
6870,3436,106,1,120
6871,3436,118,3,393
6872,3437,217,2,496
6873,3437,212,2,153
6874,3438,12,2,427
6875,3438,3,2,133
6876,3439,58,1,426
6877,3439,52,1,430
6878,3439,49,2,347
6879,3440,688,3,156
6880,3440,682,3,257
6881,3441,525,2,469
6882,3442,271,2,233
6883,3442,283,3,143
6884,3443,591,1,213
6885,3443,589,1,98
6886,3444,488,1,149
6887,3444,491,1,87
6888,3444,495,3,368
6889,3445,212,1,153
6890,3446,150,2,217
6891,3446,140,3,287
6892,3446,136,3,138
6893,3447,737,3,393
6894,3447,742,2,113
6895,3447,749,3,211
6896,3448,495,3,368
6897,3449,42,3,217
6898,3449,44,1,317
6899,3449,39,3,171
6900,3450,70,1,123
6901,3450,71,3,398
6902,3451,209,2,212
6903,3451,198,2,472
6904,3452,128,1,494
6905,3453,680,2,441
6906,3453,678,1,290
6907,3454,604,3,134
6908,3454,606,3,291
6909,3455,234,3,348
6910,3455,236,1,478
6911,3456,452,3,281
6912,3457,625,2,198
6913,3457,624,3,352
6914,3458,403,1,466
6915,3459,624,1,352
6916,3460,474,2,192
6917,3461,269,1,413
6918,3461,259,1,383
6919,3462,259,3,383
6920,3462,262,2,134
6921,3463,27,1,294
6922,3464,152,3,352
6923,3465,735,3,277
6924,3465,723,3,370
6925,3465,728,1,358
6926,3466,223,2,97
6927,3467,569,3,155
6928,3468,209,1,212
6929,3468,204,3,140
6930,3469,654,3,118
6931,3470,422,1,131
6932,3470,433,3,338
6933,3470,428,3,88
6934,3471,169,1,219
6935,3471,174,3,422
6936,3472,651,2,174
6937,3473,654,1,118
6938,3473,652,3,261
6939,3474,648,1,127
6940,3474,652,3,261
6941,3474,658,2,293
6942,3475,257,1,434
6943,3476,698,3,201
6944,3476,693,2,367
6945,3477,356,3,82
6946,3477,350,2,352
6947,3477,347,2,472
6948,3478,182,3,98
6949,3478,185,3,292
6950,3478,193,1,202
6951,3479,481,2,159
6952,3479,493,3,112
6953,3480,681,2,426
6954,3480,690,1,441
6955,3480,689,2,426
6956,3481,588,2,330
6957,3481,595,1,247
6958,3482,584,3,204
6959,3482,581,3,104
6960,3482,578,1,226
6961,3483,369,2,95
6962,3483,372,2,437
6963,3484,434,3,220
6964,3484,422,1,131
6965,3485,675,3,377
6966,3486,719,2,394
6967,3487,353,1,98
6968,3487,358,1,417
6969,3487,346,3,178
6970,3488,222,3,237
6971,3488,225,3,390
6972,3488,211,3,353
6973,3489,51,2,212
6974,3489,53,2,204
6975,3489,58,2,426
6976,3490,455,3,309
6977,3491,182,3,98
6978,3491,190,1,408
6979,3492,18,2,112
6980,3492,17,3,204
6981,3492,30,3,96
6982,3493,501,2,427
6983,3493,506,1,351
6984,3493,502,1,307
6985,3494,158,1,281
6986,3494,157,1,268
6987,3494,151,3,191
6988,3495,590,2,425
6989,3495,591,3,213
6990,3495,587,3,365
6991,3496,27,1,294
6992,3497,332,3,347
6993,3497,335,3,434
6994,3497,341,2,156
6995,3498,467,3,317
6996,3498,478,1,222
6997,3499,535,1,447
6998,3499,539,2,224
6999,3500,563,3,110
7000,3501,530,1,135
7001,3501,538,2,379
7002,3501,529,3,491
7003,3502,252,3,409
7004,3503,257,1,434
7005,3504,443,1,462
7006,3505,581,3,104
7007,3506,743,3,128
7008,3507,300,3,177
7009,3508,5,2,313
7010,3509,441,3,333
7011,3510,637,2,150
7012,3510,644,1,215
7013,3510,645,3,392
7014,3511,247,1,186
7015,3512,277,3,171
7016,3512,275,2,415
7017,3513,610,1,152
7018,3514,708,1,272
7019,3515,261,2,204
7020,3516,606,3,291
7021,3516,605,2,263
7022,3517,132,1,342
7023,3517,123,1,246
7024,3517,133,2,307
7025,3518,154,2,498
7026,3518,158,2,281
7027,3519,243,1,300
7028,3519,246,2,154
7029,3520,208,3,377
7030,3521,519,1,432
7031,3522,487,2,149
7032,3522,482,2,440
7033,3522,491,2,87
7034,3523,159,3,479
7035,3524,70,3,123
7036,3525,724,2,431
7037,3526,674,1,366
7038,3527,556,2,476
7039,3527,560,1,396
7040,3528,102,1,124
7041,3528,99,2,158
7042,3529,504,2,131
7043,3529,502,1,307
7044,3530,240,3,401
7045,3530,227,2,338
7046,3530,239,3,359
7047,3531,156,1,426
7048,3531,155,2,476
7049,3532,162,2,439
7050,3533,536,1,311
7051,3533,527,3,325
7052,3534,735,3,277
7053,3534,727,2,482
7054,3535,487,3,149
7055,3535,482,3,440
7056,3536,531,2,108
7057,3536,529,2,491
7058,3537,444,3,81
7059,3538,593,2,429
7060,3538,594,3,336
7061,3539,386,3,435
7062,3539,388,1,382
7063,3540,630,3,353
7064,3541,147,2,136
7065,3541,149,1,138
7066,3541,146,3,125
7067,3542,61,2,156
7068,3543,85,1,167
7069,3543,76,2,452
7070,3544,387,2,456
7071,3545,88,3,323
7072,3545,87,3,311
7073,3545,78,3,310
7074,3546,604,1,134
7075,3546,602,1,331
7076,3546,615,3,273
7077,3547,35,2,214
7078,3548,554,2,122
7079,3548,550,2,400
7080,3549,145,3,93
7081,3549,149,2,138
7082,3550,631,2,237
7083,3551,443,1,462
7084,3552,14,2,422
7085,3552,12,2,427
7086,3553,614,3,317
7087,3553,603,1,434
7088,3554,55,2,100
7089,3554,57,1,239
7090,3555,236,2,478
7091,3555,239,2,359
7092,3555,238,2,377
7093,3556,348,2,148
7094,3556,356,1,82
7095,3557,68,3,420
7096,3557,74,1,374
7097,3558,601,2,278
7098,3559,55,1,100
7099,3559,46,3,494
7100,3559,48,2,303
7101,3560,628,1,371
7102,3560,620,1,405
7103,3561,371,1,260
7104,3561,363,1,253
7105,3561,361,2,162
7106,3562,531,2,108
7107,3562,528,3,176
7108,3563,71,1,398
7109,3564,694,2,328
7110,3564,702,1,126
7111,3564,692,1,450
7112,3565,657,1,365
7113,3565,650,3,434
7114,3566,678,3,290
7115,3566,677,2,120
7116,3566,685,2,82
7117,3567,234,1,348
7118,3567,238,3,377
7119,3567,240,3,401
7120,3568,655,3,331
7121,3568,656,1,239
7122,3568,652,2,261
7123,3569,195,1,342
7124,3570,522,1,477
7125,3570,513,3,128
7126,3571,122,3,380
7127,3572,116,3,323
7128,3573,64,1,286
7129,3573,74,1,374
7130,3573,71,3,398
7131,3574,399,3,466
7132,3575,379,3,217
7133,3576,320,2,220
7134,3576,330,3,429
7135,3576,322,2,204
7136,3577,394,1,443
7137,3577,392,2,271
7138,3578,27,1,294
7139,3579,441,3,333
7140,3579,440,3,304
7141,3579,450,1,378
7142,3580,56,3,214
7143,3580,53,3,204
7144,3580,55,2,100
7145,3581,160,2,397
7146,3582,244,1,374
7147,3582,245,2,267
7148,3583,260,3,348
7149,3583,263,3,183
7150,3584,668,1,395
7151,3585,640,1,437
7152,3585,635,1,204
7153,3585,641,2,99
7154,3586,570,2,170
7155,3586,556,3,476
7156,3586,569,3,155
7157,3587,447,3,476
7158,3588,562,3,339
7159,3588,564,2,85
7160,3589,396,2,272
7161,3589,391,3,325
7162,3589,404,1,463
7163,3590,232,1,226
7164,3590,231,3,116
7165,3591,639,1,411
7166,3592,685,3,82
7167,3592,686,1,254
7168,3593,623,1,147
7169,3594,380,1,206
7170,3594,388,3,382
7171,3595,118,2,393
7172,3596,394,3,443
7173,3596,402,2,338
7174,3596,391,3,325
7175,3597,22,1,111
7176,3597,30,2,96
7177,3597,16,1,296
7178,3598,435,1,190
7179,3598,421,3,172
7180,3599,487,3,149
7181,3600,220,2,181
7182,3601,68,1,420
7183,3601,61,2,156
7184,3602,503,3,378
7185,3602,496,1,379
7186,3603,577,1,493
7187,3603,571,2,309
7188,3603,579,1,105
7189,3604,419,3,282
7190,3605,176,1,441
7191,3606,515,1,346
7192,3607,352,1,418
7193,3607,349,2,485
7194,3608,539,1,224
7195,3609,284,1,216
7196,3610,443,2,462
7197,3610,441,2,333
7198,3611,102,1,124
7199,3612,641,3,99
7200,3613,290,2,115
7201,3614,665,1,186
7202,3614,668,1,395
7203,3614,670,2,195
7204,3615,204,1,140
7205,3615,208,3,377
7206,3615,196,2,374
7207,3616,48,3,303
7208,3617,118,2,393
7209,3617,117,2,206
7210,3617,106,1,120
7211,3618,609,1,485
7212,3618,607,2,353
7213,3618,614,2,317
7214,3619,41,3,293
7215,3619,38,2,281
7216,3620,647,1,302
7217,3620,651,3,174
7218,3621,568,2,382
7219,3621,560,1,396
7220,3622,165,2,337
7221,3622,156,1,426
7222,3623,548,2,366
7223,3623,542,3,346
7224,3624,375,2,245
7225,3625,608,2,156
7226,3626,734,3,299
7227,3626,725,2,258
7228,3626,730,2,302
7229,3627,574,1,312
7230,3628,208,2,377
7231,3628,196,1,374
7232,3629,597,2,479
7233,3630,231,3,116
7234,3630,234,1,348
7235,3631,723,1,370
7236,3631,722,3,399
7237,3632,268,3,391
7238,3632,269,1,413
7239,3632,262,2,134
7240,3633,145,2,93
7241,3633,144,2,461
7242,3633,136,3,138
7243,3634,23,1,409
7244,3634,21,2,176
7245,3634,29,2,206
7246,3635,750,2,173
7247,3635,745,1,381
7248,3635,741,1,407
7249,3636,556,1,476
7250,3636,561,2,413
7251,3636,557,1,495
7252,3637,707,3,446
7253,3637,714,1,217
7254,3638,2,3,418
7255,3639,104,1,334
7256,3639,100,1,83
7257,3640,137,2,225
7258,3640,136,1,138
7259,3640,142,2,102
7260,3641,511,3,416
7261,3642,320,1,220
7262,3643,743,2,128
7263,3643,746,2,160
7264,3644,208,3,377
7265,3645,617,3,80
7266,3645,618,3,300
7267,3645,622,3,393
7268,3646,321,3,290
7269,3646,318,1,237
7270,3647,148,3,192
7271,3647,145,2,93
7272,3647,139,1,448
7273,3648,499,1,84
7274,3648,508,2,258
7275,3649,97,2,108
7276,3649,102,1,124
7277,3650,518,1,181
7278,3651,205,2,235
7279,3651,202,1,471
7280,3651,203,1,319
7281,3652,314,1,221
7282,3653,65,2,422
7283,3653,70,3,123
7284,3654,403,1,466
7285,3655,421,2,172
7286,3655,431,1,354
7287,3655,423,1,490
7288,3656,550,2,400
7289,3656,554,2,122
7290,3656,547,2,396
7291,3657,657,2,365
7292,3657,658,2,293
7293,3657,648,2,127
7294,3658,528,1,176
7295,3659,82,3,302
7296,3659,88,1,323
7297,3660,685,2,82
7298,3660,679,1,194
7299,3661,335,1,434
7300,3661,343,3,473
7301,3662,219,3,229
7302,3663,606,2,291
7303,3663,615,1,273
7304,3664,91,2,441
7305,3665,500,1,460
7306,3665,496,1,379
7307,3666,285,3,397
7308,3666,278,2,269
7309,3667,578,2,226
7310,3668,286,1,81
7311,3668,292,3,343
7312,3668,293,1,397
7313,3669,391,2,325
7314,3669,401,3,466
7315,3669,396,3,272
7316,3670,288,2,177
7317,3670,291,3,112
7318,3670,300,1,177
7319,3671,319,3,445
7320,3672,48,3,303
7321,3672,50,3,226
7322,3673,233,2,359
7323,3674,417,1,483
7324,3674,410,3,349
7325,3675,165,2,337
7326,3675,160,1,397
7327,3676,211,2,353
7328,3676,213,1,267
7329,3676,215,1,82
7330,3677,738,3,86
7331,3677,746,2,160
7332,3677,745,1,381
7333,3678,679,1,194
7334,3678,688,2,156
7335,3678,684,3,374
7336,3679,500,1,460
7337,3679,502,2,307
7338,3679,503,2,378
7339,3680,37,2,369
7340,3680,35,3,214
7341,3681,521,2,402
7342,3682,678,1,290
7343,3683,530,1,135
7344,3684,235,2,451
7345,3684,234,1,348
7346,3684,240,2,401
7347,3685,332,3,347
7348,3685,342,1,239
7349,3686,699,3,471
7350,3687,467,3,317
7351,3688,202,2,471
7352,3689,469,1,281
7353,3689,475,1,419
7354,3690,148,1,192
7355,3691,155,3,476
7356,3691,165,1,337
7357,3692,449,3,115
7358,3692,438,3,299
7359,3692,444,1,81
7360,3693,54,3,208
7361,3694,474,3,192
7362,3694,470,2,451
7363,3695,520,1,213
7364,3695,517,1,147
7365,3695,511,1,416
7366,3696,643,2,478
7367,3696,633,2,217
7368,3696,636,2,162
7369,3697,542,1,346
7370,3698,254,2,112
7371,3698,244,1,374
7372,3699,356,3,82
7373,3699,360,1,201
7374,3699,351,1,170
7375,3700,170,2,302
